51.501458 12.907209 6.540966 3.261143 
51.499974 12.880019 6.522560 3.248895 
51.533954 12.882719 6.529899 3.252923 
51.504831 12.907672 6.544259 3.249478 
51.420936 12.925553 6.529094 3.256200 
51.454600 12.879626 6.527473 3.245229 
51.496327 12.891798 6.538289 3.267044 
51.517399 12.894980 6.531813 3.247399 
51.530997 12.895561 6.545450 3.261214 
51.510692 12.896227 6.534089 3.260104 
51.521608 12.922931 6.534332 3.259025 
51.489852 12.892890 6.538207 3.255894 
51.487832 12.879916 6.539852 3.241151 
51.480323 12.881111 6.545899 3.248584 
51.509978 12.886531 6.528647 3.266034 
51.514190 12.929206 6.544908 3.269775 
51.538931 12.932343 6.538434 3.244821 
51.464390 12.901460 6.545145 3.257090 
51.511462 12.880122 6.538783 3.247523 
51.526602 12.903067 6.529161 3.287399 
51.388084 12.867104 6.536686 3.272485 
51.121578 12.904829 6.551852 3.271687 
51.113246 12.912477 6.556893 3.272571 
51.128729 12.907436 6.552105 3.274048 
51.134179 12.900191 6.555106 3.283145 
51.133409 12.901827 6.537866 3.274395 
51.120057 12.911146 6.543400 3.267947 
51.260632 12.925402 6.548330 3.278447 
51.500986 12.895906 6.552763 3.271631 
51.361696 12.878180 6.545507 3.249196 
