12.994041 3.248410 1.642942 0.825365 
12.986691 3.248550 1.640965 0.821767 
12.935207 3.230820 1.625448 0.817109 
12.881084 3.245571 1.625724 0.820750 
12.868618 3.236676 1.631810 0.819935 
12.859446 3.250816 1.625930 0.818902 
12.879886 3.235142 1.637309 0.828586 
12.888697 3.234476 1.626188 0.815235 
12.886984 3.231614 1.629343 0.822368 
12.886861 3.241517 1.626280 0.825025 
12.888375 3.246949 1.642161 0.822002 
12.985141 3.246886 1.647210 0.824827 
12.966792 3.249662 1.643042 0.827735 
12.981817 3.249388 1.641711 0.827432 
12.980191 3.257506 1.643247 0.825511 
12.981774 3.246867 1.648721 0.821067 
12.988076 3.252495 1.644386 0.827504 
12.982427 3.260650 1.647703 0.823582 
12.980228 3.251664 1.640726 0.822561 
12.998189 3.247416 1.645769 0.826133 
12.971265 3.251112 1.642697 0.827210 
12.971743 3.252994 1.651818 0.821434 
12.969699 3.248855 1.648258 0.823645 
12.975163 3.254940 1.643990 0.824042 
12.980429 3.246510 1.641921 0.827776 
12.981289 3.253701 1.649931 0.826618 
12.973947 3.245682 1.641372 0.823857 
12.982551 3.255749 1.644474 0.821773 
12.974070 3.246895 1.643391 0.824700 
12.954774 3.245989 1.643319 0.819972 
