6.487901 1.631990 0.820941 0.416547 
6.484503 1.624809 0.820678 0.416731 
6.476419 1.637362 0.823446 0.417334 
6.473319 1.623736 0.820572 0.420382 
6.477603 1.623737 0.820997 0.415203 
6.480540 1.622031 0.822867 0.414604 
6.473959 1.623957 0.821632 0.415586 
6.489440 1.623240 0.822242 0.426364 
6.488648 1.627171 0.831955 0.421017 
6.489928 1.626880 0.822125 0.417513 
6.491051 1.623474 0.823699 0.417466 
6.488679 1.623451 0.828360 0.420229 
6.489924 1.623080 0.827100 0.419603 
6.479683 1.622593 0.821353 0.417115 
6.491304 1.622876 0.821194 0.424856 
6.487699 1.629400 0.822521 0.417041 
6.481293 1.622740 0.822132 0.418745 
6.489278 1.627479 0.830293 0.429453 
6.489283 1.622462 0.830477 0.422476 
6.482489 1.624592 0.820986 0.420569 
6.475464 1.624724 0.828999 0.417119 
6.484617 1.622739 0.825061 0.417513 
6.489699 1.622666 0.823102 0.417846 
6.487267 1.625206 0.821394 0.416549 
6.491674 1.622888 0.820639 0.416771 
6.482185 1.626798 0.829929 0.418247 
6.488535 1.629691 0.821297 0.420446 
6.487533 1.629369 0.829900 0.416946 
6.487464 1.637473 0.830150 0.416297 
6.484324 1.642318 0.820872 0.415594 
