6.403837 1.619836 0.827771 0.411569 
6.402075 1.608881 0.815260 0.417778 
6.400827 1.606180 0.812542 0.418947 
6.401376 1.609509 0.814927 0.416310 
6.399680 1.614262 0.810104 0.410800 
6.401931 1.610094 0.807797 0.409028 
6.405627 1.610231 0.807741 0.413258 
6.396597 1.614015 0.809898 0.408900 
6.404175 1.613834 0.809117 0.422450 
6.405994 1.611679 0.815224 0.407770 
6.409111 1.615682 0.807049 0.407066 
6.406051 1.613477 0.815001 0.417432 
6.406556 1.610981 0.807367 0.408502 
6.401153 1.611122 0.809955 0.411491 
6.401234 1.618265 0.815511 0.417986 
6.452263 1.615306 0.818237 0.414974 
6.445520 1.619091 0.818309 0.413471 
6.451949 1.613777 0.816548 0.421245 
6.450064 1.613011 0.818807 0.417420 
6.454521 1.613191 0.816775 0.421380 
6.451354 1.615068 0.815788 0.414629 
6.450909 1.614021 0.825300 0.427418 
6.446625 1.618118 0.819768 0.418882 
6.453423 1.612317 0.817790 0.413090 
6.453683 1.613454 0.818814 0.415835 
6.452162 1.612839 0.816958 0.420389 
6.448710 1.613423 0.824666 0.419474 
6.450734 1.618005 0.823810 0.419417 
6.436046 1.616671 0.822627 0.415594 
6.452414 1.614264 0.820240 0.412247 
