126.179128 31.931760 15.310411 8.355050 
127.772885 32.003396 15.311413 8.366777 
127.535670 31.955891 15.383076 8.340798 
127.838554 31.987265 15.373550 8.370193 
127.255801 32.032513 15.332851 8.358149 
128.151018 31.947743 15.387013 8.360106 
127.871053 31.933550 15.292313 8.325259 
128.091317 31.939648 15.294357 8.310658 
128.155925 31.993628 15.399461 8.355373 
126.834872 31.642160 15.141811 8.172168 
126.537086 31.619633 15.153404 8.173531 
126.718882 31.619866 15.179977 8.170480 
126.695671 31.636443 15.149214 8.189053 
126.459497 31.623792 15.083793 8.162590 
126.617537 31.633511 15.189834 8.192455 
127.990893 31.921326 15.384278 8.352960 
128.117714 31.932992 15.474503 8.320943 
128.100111 31.932647 15.365985 8.344606 
128.145631 31.949333 15.239718 8.309548 
128.100855 31.949102 15.373704 8.352573 
128.080627 32.020631 15.348613 8.307833 
127.792607 31.647301 15.380324 8.399535 
128.138224 31.925434 15.263192 8.378969 
128.099648 31.953339 15.309307 8.361515 
128.129354 31.979782 15.385001 8.353584 
127.557614 31.661232 15.304046 8.342658 
127.452430 31.859992 15.300485 8.323259 
127.505781 31.844834 15.357872 8.331210 
127.354224 31.960248 15.299774 8.356845 
127.990990 31.972024 15.300429 8.336316 
