127.135387 31.978985 15.403456 8.320397 
128.099900 32.003612 15.316838 8.331759 
128.257567 32.008445 15.357994 8.383669 
128.080970 31.981443 15.306351 8.365262 
127.600327 32.111368 15.342511 8.351963 
127.522529 31.876272 15.389489 8.366804 
128.134502 32.011815 15.390564 8.368292 
128.137264 31.986404 15.336849 8.341593 
128.030441 32.024817 15.305262 8.358551 
127.765706 31.670799 15.164668 8.196499 
127.988409 31.990807 15.344452 8.358358 
128.105900 32.015017 15.343452 8.358421 
128.176279 32.036760 15.374076 8.372174 
128.127057 32.031627 15.400690 8.342947 
127.574920 31.986482 15.353784 8.358169 
127.611025 32.035569 15.333807 8.359657 
126.846090 31.675738 15.158101 8.221886 
126.788545 31.679018 15.149736 8.195633 
126.861879 31.692220 15.165542 8.188886 
126.751945 31.683734 15.158926 8.199248 
126.836783 31.668955 15.177933 8.215528 
126.618544 31.716624 15.139855 8.178781 
126.620463 31.725166 15.186869 8.182527 
126.653772 31.625161 15.242780 8.199530 
126.667448 31.669728 15.187050 8.181376 
126.614704 31.667807 15.160886 8.193372 
126.794559 31.821442 15.316804 8.369143 
128.010616 32.018236 15.296321 8.367941 
128.136262 31.993715 15.358075 8.365095 
128.133341 31.963564 15.355314 8.361091 
