511.434334 128.090038 61.199418 33.292686 
511.111358 127.997331 61.083604 33.335405 
508.773783 128.216280 61.318875 33.372457 
511.307466 127.933429 61.009825 33.347739 
509.945639 127.554007 61.349088 33.279306 
511.190390 127.852798 60.549557 32.657579 
509.643229 127.916533 60.955083 32.750060 
507.275860 127.998742 61.033785 33.292500 
510.563736 127.988623 61.101088 33.388070 
509.068920 127.404271 61.411247 33.362008 
506.510503 126.577071 60.574884 32.657957 
503.928888 126.493789 60.413119 32.611328 
510.523304 127.577599 61.346386 33.329706 
511.750461 128.131930 61.171820 33.353363 
508.263203 127.896805 61.321320 33.323017 
510.580578 127.998399 61.427654 33.396934 
511.042407 127.947945 61.463676 33.389565 
510.739075 126.669274 61.081406 33.374993 
510.289072 127.119770 61.129074 33.364879 
510.675579 128.194189 61.364326 33.367048 
509.909697 128.470321 60.796203 33.304806 
510.053812 127.797049 61.388952 33.320280 
507.425750 126.765437 60.617771 32.725772 
502.695360 126.685594 60.562923 32.645750 
502.695547 127.164855 61.300340 33.222382 
509.665429 127.801289 61.449118 33.305802 
505.152017 127.061711 61.437542 33.326051 
510.264905 127.828340 61.456771 33.339217 
508.954997 127.487860 61.248605 33.350551 
510.399544 127.778046 60.715833 32.809510 
